Respondent_Serial,Wavemarker,Weightvar,resp_gender,resp_age,census_region,state,urb_rur,gender,gender_other,sexual_orientation,sexual_other,hurricane_type,flood_type,wildfire_type,tornado_type,earthquake_type,ice_storm_type,hazardous_type,other_type,none_type,concern_disaster,prepared_disaster,ever_evacuate,long_away,evacuated_pet_owner,dog_left_behind,cat_left_behind,horse_left_behind,small_left_behind,livestock_left_behind,none_left_behind,pet_friendly_accom_reason,transportation_reason,carrier_reason,time_reason,financal_reason,fine_reason,not_home_reason,behaviour_reason,other_reason,other_text_reason,disaster_plan,dog_current_own,cat_current_own,horse_current_own,small_current_own,livestock_current_own,would_bring_pet,secured_transportation,secured_emergency_housing,travel_carrier,food_water,litter,pet_id,medication,other_supplies,none_supplies,none,microchip_have,id_have,none_have,support_gov_fund,advice_pet,living_situation,marital,household_income,education,race,white_race,black_race,native_race,asian_race,pacific_islander_race,other_race,perfer_not_race,hispanic_ethnicity,household_grou,age_children,num_children
1503,1,1.42,Female,61,Northeast,New York,Rural,Woman,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Not sure,Have a plan in place,Own a house,Living with partner,"$80,000-$89,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1531,1,0.49,Female,50,West,Colorado,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,No,Yes,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,Yes,just have a plan if a pet that needs specific transportation or help,Own a house,Divorced or separated,"$30,000-$34,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1541,1,1.45,Male,66,West,Hawaii,Rural,Man,,Straight/heterosexual,,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,2,,,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,Yes,Consider them part of the family.,Own a house,Married,"$100,000-$124,999","Bachelor's degree (BA, BS, etc.)",Prefer not to answer,No,No,No,No,No,No,Yes,Prefer not to answer,About half of it,None Under 18,0
1555,1,0.99,Male,38,Northeast,Connecticut,Suburban,Man,,Straight/heterosexual,,Yes,Yes,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,1,,,,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,Yes,Yes,ID and microchips,Own a house,Married,"$90,000-$99,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1566,1,0.62,Male,68,Midwest,Minnesota,Suburban,Man,,Straight/heterosexual,,No,No,No,Yes,No,Yes,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,No,common sense,Own a house,Married,"$50,000-$54,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1578,1,2.84,Male,53,West,California,Urban,Man,,Straight/heterosexual,,No,No,No,No,Yes,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,0,0,1,0,Yes,No,No,No,Yes,No,No,No,No,No,,No,No,Yes,No,BE PREPARED,Own a house,Living with partner,"$125,000-$149,999","Bachelor's degree (BA, BS, etc.)",Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,All of it,6-12 and 13-17,2
1581,1,0.72,Male,62,Midwest,Illinois,Rural,Man,,Straight/heterosexual,,No,No,No,Yes,No,Yes,Yes,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,I don't have any.,Own a house,Married,"$35,000-$39,999","Associate's degree (AA, AS, etc.)","Native American, Alaska Native, Aleutian",Yes,No,Yes,No,No,No,No,No,All of it,None Under 18,0
1595,1,0.54,Female,30,West,Utah,Rural,Woman,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,Not sure,0,0,0,1,0,No,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Not sure,I have no clue. Have a way to transport them and some spare food in your trunk?,Own a condo/co-op,Married,"$45,000-$49,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,Under 6 only,1
1600,1,0.63,Male,59,West,Washington,Urban,Man,,Straight/heterosexual,,No,Yes,Yes,No,Yes,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,1,,,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,,Yes,Yes,No,Yes,Do it.  You can't leave your pets alone in disasters.,Own a house,"Single, never married","$35,000-$39,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1601,1,0.99,Female,40,South,Maryland,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,1,3,,2,,Yes,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,No,Yes,Please don't leave your pets to fend for themselves.,Own a house,"Single, never married","$90,000-$99,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,13-17 Only,1
1606,1,1.72,Male,62,West,Nevada,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Not concerned at all,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Not sure,I don't know,Other,Married,"$25,000-$29,999",Regular High School Diploma,Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,About half of it,None Under 18,0
1612,1,0.62,Male,49,Midwest,Ohio,Suburban,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,1-3 day,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,,1,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,Yes,No,Yes,Make sure you have a place for your pet to go if a shelter won’t have them,Own a house,"Single, never married","$15,000-$19,999",Grade 12 (no diploma),White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1613,1,0.51,Male,52,Midwest,Illinois,Urban,Man,,Gay,,No,No,No,Yes,No,Yes,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,Have a grab bag ready at all times,Own a condo/co-op,"Single, never married","$45,000-$49,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1614,1,0.68,Male,31,Midwest,Illinois,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Not concerned at all,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,1,,,,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,No,Keep calm,Own a condo/co-op,"Single, never married","$70,000-$74,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1618,1,0.99,Male,45,South,Kentucky,Rural,Man,,Straight/heterosexual,,Yes,No,Yes,No,No,No,No,No,No,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,They need solid shelter for them,Own a house,Married,"$150,000-$199,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,13-17 Only,1
1625,1,0.68,Male,32,Midwest,North Dakota,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,n/a,Own a house,"Single, never married","$50,000-$54,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1626,1,0.44,Female,43,South,Florida,Urban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,1,1,,,,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,I am not sure,Own a house,Married,"$60,000-$64,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1627,1,0.99,Female,48,South,Florida,Suburban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Neither concerned nor not concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,3,0,1,0,Yes,No,No,Yes,Yes,No,No,Yes,No,No,,Yes,Yes,No,Yes,Have everything together in one place so you can grab and go,Own a house,Married,"$200,000-$249,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,13-17 Only,1
1630,1,0.63,Male,66,West,Washington,Rural,Man,,Straight/heterosexual,,No,Yes,Yes,No,No,No,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,1,1,,,,Yes,No,No,Yes,No,No,No,Yes,No,No,,Yes,No,No,Yes,treat your pet as you would treat yourself,Own a house,Married,"$45,000-$49,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1635,1,0.94,Male,60,West,California,Urban,Man,,Gay,,No,Yes,Yes,No,Yes,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Not sure,Always have back up plans on where to keep your pets.,Rent,"Single, never married","$45,000-$49,999","Bachelor's degree (BA, BS, etc.)",Asian/Pacific Islander,No,No,No,Yes,Yes,No,No,No,All of it,None Under 18,0
1638,1,1.33,Male,60,West,Arizona,Rural,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Not concerned at all,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,Be prepared to take care of yourself and your pet for 30 days,Own a house,Married,"$100,000-$124,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1640,1,1.54,Male,49,West,California,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Not concerned at all,Very prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,Yes,Have Food and water,Rent,Divorced or separated,"$90,000-$99,999","Associate's degree (AA, AS, etc.)",Asian/Pacific Islander,No,No,No,Yes,No,No,No,No,All of it,None Under 18,0
1643,1,0.99,Female,39,South,South Carolina,Rural,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,2,1,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,Yes,Take the dogs,Own a house,Living with partner,"$80,000-$89,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1654,1,0.65,Male,68,Midwest,Nebraska,Suburban,Man,,Straight/heterosexual,,No,Yes,Yes,Yes,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,Yes,4-7 days,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,,Yes,2,0,0,0,0,Yes,No,No,No,No,No,Yes,No,No,No,,Yes,No,No,Not sure,be prepare,Own a house,Married,"$45,000-$49,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1658,1,1.38,Male,61,Midwest,Missouri,Rural,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,3,0,3,0,0,Some but not all,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,No,nothing,Own a house,Married,"$90,000-$99,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1664,1,0.57,Male,55,Northeast,New York,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,,,,,Yes,No,No,Yes,No,No,Yes,No,No,No,,No,Yes,No,Yes,Remember they are part of your family also.,Own a house,Married,"$55,000-$59,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1665,1,0.99,Female,41,Northeast,New York,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,Yes,Keep a leash near the door,Own a house,Married,"$75,000-$79,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1678,1,1.27,Male,66,South,Maryland,Suburban,Man,,Straight/heterosexual,,Yes,Yes,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Be safe,Own a house,Married,"$125,000-$149,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1685,1,0.44,Male,52,South,Kentucky,Rural,Man,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Yes,2,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,No,Just make sure you have everything packed for your family and your pets as well,Own a house,Married,"$50,000-$54,999","Some college credit, but less than 1 year",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,Under 6 and 6-12,5
1688,1,1.27,Male,70,South,Kentucky,Suburban,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Somewhat concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,No,No,Yes,Yes,No,Yes,No,No,No,,Yes,Yes,No,Yes,Have items neededfor 3 week stay and secure good place to stay in car if neede. Do not leave your pet,Own a house,Married,"$80,000-$89,999","Professional degree (MD, DDS, JD, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1701,1,0.6,Male,60,Northeast,Connecticut,Rural,Man,,Straight/heterosexual,,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,1,,,,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Not sure,"keep them safe, you might end up having to eat them",Own a house,Living with partner,"$30,000-$34,999","Doctorate degree (PhD, EdD, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1705,1,0.63,Male,70,West,California,Suburban,Man,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,,,,,Yes,No,No,Yes,Yes,No,Yes,No,No,No,,No,Yes,No,Not sure,be ready,Rent,Divorced or separated,"$30,000-$34,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1709,1,0.6,Male,80,Northeast,Pennsylvania,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,Not sure,Have plans,Own a house,Widowed,"$45,000-$49,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1728,1,1.39,Male,60,Northeast,New York,Suburban,Man,,Straight/heterosexual,,No,Yes,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Not sure,Pretty arrangement of space,Own a house,Married,"$90,000-$99,999","1 or more years of college credit, no degree",Prefer not to answer,No,No,No,No,No,No,Yes,No,About half of it,None Under 18,0
1731,1,1.03,Male,51,West,Colorado,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,1,1,0,0,0,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,No,nothing special - determined by own personal needs,Own a house,Married,"$90,000-$99,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1735,1,0.6,Male,63,Northeast,Massachusetts,Urban,Man,,Straight/heterosexual,,Yes,No,No,No,No,Yes,Yes,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,Yes,save a lot of money,Own a house,Married,"$30,000-$34,999",GED or alternative credential,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1737,1,1.38,Male,60,Midwest,Illinois,Suburban,Man,,Straight/heterosexual,,No,No,No,Yes,No,Yes,No,No,No,Not concerned at all,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,don't forget their food,Own a house,Living with partner,"$75,000-$79,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1742,1,1.33,Male,57,West,California,Suburban,Man,,Gay,,No,No,Yes,No,Yes,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,2,3,,,,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,Yes,No,No,Yes,Grab carriers food and your pets,Own a house,"Single, never married","$125,000-$149,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1763,1,1.8,Male,29,West,California,Suburban,Man,,Bisexual,,No,No,No,No,No,No,No,No,Yes,Somewhat not concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,Not sure,1,2,0,0,0,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,Yes,Yes,"Never leave your pets, and always have a kennel cage",Own a house,Living with partner,"$65,000-$69,999","Associate's degree (AA, AS, etc.)",Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,All of it,None Under 18,0
1765,1,0.89,Male,45,South,North Carolina,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,Yes,No,Neither concerned nor not concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,take them with you when you leave,Rent,Living with partner,"$70,000-$74,999","1 or more years of college credit, no degree",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,About half of it,13-17 Only,1
1770,1,1.22,Male,39,South,Florida,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,1,1,,,,Yes,Yes,No,No,No,No,Yes,Yes,No,No,,No,Yes,No,Yes,adequate identification,Own a house,Married,"$65,000-$69,999","Bachelor's degree (BA, BS, etc.)",Hispanic or Latino (all other races/multiple races),No,No,No,No,No,Yes,No,Yes,Almost all of it,13-17 Only,1
1771,1,0.46,Male,48,West,Oregon,Rural,Man,,Straight/heterosexual,,No,No,Yes,No,No,No,No,No,No,Neither concerned nor not concerned,Somewhat prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,Shelter for the pet,Own a house,Married,"$50,000-$54,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,6-12 Only,3
1774,1,0.57,Male,74,Northeast,Pennsylvania,Suburban,Man,,Straight/heterosexual,,No,Yes,No,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,1,,2,,Yes,No,No,Yes,No,No,Yes,Yes,No,No,,Yes,No,No,No,Take your pets. They are part fanily.,Own a house,Married,"$50,000-$54,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1779,1,0.89,Male,59,West,California,Suburban,Man,,Straight/heterosexual,,No,No,No,No,Yes,No,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,,,,,Yes,No,No,No,Yes,No,No,No,No,No,,Yes,No,No,Yes,prepare food,Own a house,Married,"$55,000-$59,999","Bachelor's degree (BA, BS, etc.)",Asian/Pacific Islander,No,No,No,Yes,No,No,No,No,About half of it,13-17 Only,1
1785,1,1.38,Male,73,Midwest,Illinois,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,1,,,,,Yes,No,No,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,No,Not sure,"have a supply of food, water and meds just like humans",Own a house,Married,"$90,000-$99,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1789,1,1.27,Male,21,South,North Carolina,Suburban,Two Spirit,,Straight/heterosexual,,No,No,No,Yes,Yes,No,No,No,No,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,No,I don’t know,Rent,"Single, never married","$65,000-$69,999","1 or more years of college credit, no degree",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,Almost all of it,None Under 18,0
1798,1,1.38,Male,84,Midwest,Ohio,Suburban,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Very concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,1,,,,Yes,No,No,Yes,Yes,No,No,No,No,No,,No,No,Yes,Not sure,have a carrier or cage,Own a house,Married,"$100,000-$124,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1802,1,0.57,Male,63,Northeast,New York,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,2,5,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,Yes,Don't panic.,Own a house,Married,"$60,000-$64,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1814,1,1.38,Male,59,Midwest,Missouri,Suburban,Man,,Straight/heterosexual,,No,Yes,No,Yes,Yes,Yes,No,No,No,Not concerned at all,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Not sure,2,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,Not sure,I have nothing,Own a house,Married,"$100,000-$124,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Less than half of it,None Under 18,0
1816,1,0.66,Male,41,South,North Carolina,Suburban,Man,,Straight/heterosexual,,Yes,No,No,Yes,Yes,Yes,No,No,No,Not concerned at all,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,Keep inside,Rent,"Single, never married","$65,000-$69,999","Bachelor's degree (BA, BS, etc.)",Asian/Pacific Islander,Yes,No,No,Yes,No,No,No,No,All of it,None Under 18,0
